review	sentiment
"This movie is awful. At the end of it you will realize that several hours have been stolen from your life that you can't get back. The "twist" ending is very contrived. The character development leading up to this ending is not consistent with their final actions at the conclusion. Ninety minutes of preparation-- with the premise that the Rob Lowe character will die on Christmas Eve-- is explained away in literally ninety seconds of "No we were just tricking you." Then the Rob Lowe character is not even upset about it! "I will forgive you if you can forgive me," is as upset as he gets. If someone took weeks to convince me I was about to die and then said "No, sorry , just fooling you" I would raise some serious hell. I don't feel bad about giving away the spoiler because I might be able to save some of you out there from watching. Please save yourself and DON'T WATCH THIS MOVIE."	negative
"the movie opens with a beautiful lady in a tattered white gown running through a stereotypical eastern european town. we know she's being followed by something, because she keeps looking behind her. and soon we see she's being chased by a mysterious man in a black trenchcoat. then we realize that the man is actually the vampire hunter and he is after her. but look is that her reflection in the store window??? no its just her identical twin vampire! but unfortunately they both get it.<br /><br />after this brilliant and amazingly fun throwback to the old hammer films of the 60's and 70's (in the credits the twins are listed as the twins of evil, which of course is the name of the final instalment in hammer's karnstein trilogy), the plot pretty much dies.<br /><br />What little plot there is involves dracula (who conveniently changes his appearance each time he is reborn, so the producer doesn't have to rehire the same dracula) coming to a morgue, the med students realizing he's undead and thinking....wow what an opportunity, maybe i'll just disregard all those movies that say that drinking vampire blood turns you into a vampire and use the vampire's blood to find a cure for our jerk friend's ailment. obviously this is a mistake and everyone becomes a vampire.<br /><br />A new concept but pulled off excruciatingly badly. The movie keeps setting up wonderful situations and refuses to do anything with them.<br /><br />For example the med students attempt to bring drac back to life by placing him in a bathtub filled with blood in a secluded run down country mansion. The house itself is scary enough to be the center of the film, but do we stay there? no because they decide to take the vampire to an abandoned swimming pool. sigh. This movie has a real problem with "homages" as i mentioned before the opening scene is straight out of hammer, and this house scene would have been perfect for a hammer-like movie, but the movie rapidly switches gears and changes to a medical horror.<br /><br />The other problem is that they introduce so many characters it is almost impossible to feel sorry for any of them. There are the med students and their wheelchair bound professor-type "friend" the med students are all: arrogant, boring, money hungry, and stupid. how they made it to med school at all amazes me, unless the med school had to meet its muscle bound hunk/big breast quota. and then there is the vampire hunter who remains mysterious through the movie. hey i can respect that but it would be nice if they didn't set it up like the movie would be about him. then you have random priests, cops, and science types. so many people are introduced and then quickly forgotten about until they need that person to either save the day or jump out for a cheap scare that it becomes quickly tedious.<br /><br />Basically this is a lazy movie. no real scares, just a few predictable jump scares. The set up for these is so elaborate it is hilarious. for examp le the bathtub full of blood. it is so obvious that drac is going to pop out of the murky blood. and yet we have to wait far too long to get to the inevitable jump scare. after this he kills one of the dumber and larger breasted med students. we all know she's going to become one of the undead. but what do the others do? bury her in a shallow grave near the house. sigh, so you know who will jump out at you when the cops show up at the house..........<br /><br />Oh well.<br /><br />Maybe someone will get the hint that it is impossible to make a scary vampire movie and just go for atmospheric, and then we will end up with an entire movie that is as good as the opening scene.<br /><br />"	negative
"This is really a new low in entertainment. Even though there are a lot worse movies out.<br /><br />In the Gangster / Drug scene genre it is hard to have a convincing storyline (this movies does not, i mean Sebastians motives for example couldn't be more far fetched and worn out cliché.) Then you would also need a setting of character relationships that is believable (this movie does not.) <br /><br />Sure Tristan is drawn away from his family but why was that again? what's the deal with his father again that he has to ask permission to go out at his age? interesting picture though to ask about the lack and need of rebellious behavior of kids in upper class family. But this movie does not go in this direction. Even though there would be the potential judging by the random Backflashes. Wasn't he already down and out, why does he do it again? <br /><br />So there are some interesting questions brought up here for a solid socially critic drama (but then again, this movie is just not, because of focusing on "cool" production techniques and special effects an not giving the characters a moment to reflect and most of all forcing the story along the path where they want it to be and not paying attention to let the story breath and naturally evolve.) <br /><br />It wants to be a drama to not glorify abuse of substances and violence (would be political incorrect these days, wouldn't it?) but on the other hand it is nothing more then a cheap action movie (like there are so so many out there) with an average set of actors and a Vinnie Jones who is managing to not totally ruin what's left of his reputation by doing what he always does.<br /><br />So all in all i .. just ... can't recommend it.<br /><br />1 for Vinnie and 2 for the editing."	negative
"here was no effort put into Valentine to prevent it from being just another teenage slasher film, a sub-genre of horror films of which we have seen entirely too many over the last decade or so. I've heard a lot of people complaining that the film rips off several previous horror movies, including everything from Halloween to Prom Night to Carrie, and as much as I hate to be redundant, the rip off is so blatant that it is impossible not to say anything. The punch bowl over poor Jeremy's head early in the film is so obviously taken from Carrie that they may as well have just said it right in the movie (`Hey everyone, this is the director, and the following is my Carrie-rip-off scene. Enjoy!'). But that's just a suggestion.<br /><br />(spoilers) The film is structured piece by piece exactly the same way that every other goofy teen thriller is structured. We get to know some girl briefly at the beginning, she gets killed, people wonder in the old oh-but-that-stuff-only-happens-to-other-people tone, and then THEY start to get killed. The problem here is that the director and the writers clearly and honestly want to keep the film mysterious and suspenseful, but they have no idea how to do it. Take Jason, for example. Here is this hopelessly arrogant guy who is so full of himself and bad with women that he divides the check on a date according to what each person had, and as one of the first characters seen in the film after the brief history lesson about how bad poor Jeremy was treated, he is assumed to carry some significance. Besides that, and more importantly, he has the same initials as the little boy that all the girls terrorized in sixth grade, and the same initials that are signed at the bottom of all of those vicious Valentine's Day cards. <br /><br />It is not uncommon for the audience to be deliberately and sometimes successfully misled by the behavior of one or more characters that appear to be prime suspects, and Jason is a perfect example of the effort, but not such a good example of a successful effort. Sure, I thought for a while that he might very well be the killer, but that's not the point. We know from early on that he is terrible with women, which links him to the little boy at the beginning of the film, but then in the middle of the film, he appears at a party, smiles flirtatiously at two of the main girls, and then gives them a hateful look and walks away, disappearing from the party and from the movie with no explanation. We already know he is a cardboard character, but his role in the film was so poorly thought out that they just took him out altogether when they were done with him.<br /><br />On the positive side, the killer's true identity was, in fact, made difficult to predict in at least one subtle way which was also, unfortunately, yet another rip-off. Early in the film, when Shelley stabs the killer in the leg with his own scalpel, he makes no sound, suggesting that the killer might be a female staying silent to prevent revealing herself as a female, rather than a male as everyone suspects. But then for the rest of the film, we just have this stolid, relentless, unstoppable killer with the emotionless mask and that gigantic butcher knife. Director Jamie Blanks (who, with all due respect, looks like he had some trouble with the girls himself in the sixth grade) mentions being influenced by Halloween. This is, of course, completely unnecessary, because it's so obvious from how badly he plagiarizes the film. The only difference between the killer in Valentine and Michael Meyer's is that Michael's mask was so much more effective and he didn't have a problem with nosebleeds. This stuff is shameless. <br /><br />At the end, there is a brief attempt to mislead us one more time as to who the killer is (complete with slow and drawn out `and-the-killer-is' mask removal), but then we see Adam's nose start to bleed as he holds Kate, his often reluctant girlfriend, and we know that he's been the killer all along. Nothing in the film hinted that he might be the killer until the final act, and these unexplained nosebleeds were not exactly the cleverest way to identify the true killer at the end of the film. Valentine is not scary (I watched it in an empty house by myself after midnight, and I have been afraid of the dark for as long as I can remember, and even I wasn't scared), and the characters might be possible to care about if it weren't so obvious that they were just going to die. I remember being impressed by the theatrical previews (although the film was in and out of the theater's faster than Battlefield Earth), but the end result is the same old thing."	negative
"Well, as Goethe once said, there really isn't any point in trying to pass a negative judgement that aspires to be objective on "something that has had a great effect". "La Maman et La Putain" has surely passed into history as an influence on much of what's been done in France and elsewhere in the past thirty years and no one interested in the history of film, certainly, should be dissuaded from watching it. To express a purely subjective judgement, however, I feel compelled to disagree with almost every other review posted here and say to people: "Don't watch it; it's a waste of hours of your time that will just leave you feeling rather sick and angry." And by that I don't mean "sick and angry" about "the human condition" or anything so general and profound as that, because that is exactly the line that most critics have adopted in their fulsome praise of the film - "an ordeal to watch in its ruthless dissection of our emotional cowardice and cruelty" and so on - and, if it really managed to put across a universally or even broadly relevant message of this sort, then the director would have good reason to be satisfied with himself, however pessimistic his conclusions may be. My beef with the film is rather that I don't see this hours-long record of empty vanity and petty treachery as being justified or excused by any GENERALLY relevant message at all. All three main characters are deeply morally unattractive individuals: Alexandre to the greatest degree, of course, because we see by far the most of him and because he seldom shuts up for more than thirty seconds; Marie perhaps to the least degree, because we see the least of her. Alexandre's affected and pretentious monologues have a kind of amusement value, of course, but the amusement wears thin as one comes more and more clearly to realize that Jean-Pierre Léaud is most likely not even acting and that, with absurd remarks like "un homme beau comme un film de Nicholas Ray", he really was just reproducing word-for-word opinions that were accepted as authentic and profound by the milieu in which he, along with the director Eustache, had been living for about ten years by the time of the making of the film. I suppose if the tone of relentless superficiality and triviality had been sustained throughout 100% of the film, it might have worked as a long sardonic comedy about a particularly shallow, worthless and despicable post-'68 milieu. What made, however, this viewer at least extremely angry with the director was his granting of at least one lengthy scene each to Alexandre and Veronika in which we are clearly expected to empathize with and feel for them as if they shared a moral universe with us. If a man can get away with living in the flat of and professing to love one woman, sleeping (mostly in this very flat) with another, and running around Paris proposing marriage to yet a third, well, I suppose I can wish him the best of luck in the dog-eat-dog world he's chosen to create for himself. What I can't, however, in all conscience do is listen even for a moment to maudlin monologues from him in which he speaks about his "anxiety" and his "despair". The same goes double for the even more despicable Veronika, whom we are shown barging drunk into the apartment and even the bed shared by Marie and Alexandre and behaving there with an infantile inconsistency tantamount to the most savage and heartless cruelty. As I say, if "La Maman et La Putain" is intended to be nothing more nor other than a portrait of Alexandre, Veronika and Marie, three individuals whom any even halfway decent person would never admit into their company let alone their home, then I suppose there is a kind of legitimacy in praising the director for being "unflinching" (though why one should even feel like "flinching" once one had consciously opted to create such thoroughly repellent characters to filmically observe I can't imagine). The problem, however, is that the director is clearly convinced - and appears to have succeeded in convincing generations of critics - that Alexander, Veronika and Marie are somehow representative of human beings in general and of the limits of human beings' emotional capabilities. This latter idea, however, is arrant and offensive nonsense. There may indeed be an inherent fallibility and tendency to tragedy in human relations in general and sexual relations in particular. But the nature and degree of this fallibility and tendency to tragedy can only possibly be determined by people who make a sincere and serious effort to make such relations work. It surely needs no cinematic or authorial genius to convey to us the information that a man who behaves like Alexandre is going to end up hated, miserable, and alone, or that women who insist on expecting love from a man like Alexandre are going to end up disappointed and bitter. Watch "La Maman et La Putain" if you're historically interested in what passed for culture and human interaction in a certain post-'68 Parisian milieu which was probably, unfortunately, not restricted to just a few particularly anti-social types like these. But please don't make the mistake of believing that what is recorded here has any general relevance for humanity in the way that a film by Jean Renoir or Martin Scorsese might be argued to have."	negative
"What an insult to Olivia D'Abo who plays the film's heroine, Robin, to have Keanu Reeves appear so large on the box art of the film (and at least on recent reissues, to have only Reeves appear on the box), considering that she was the star. I realize that it is his name that will ultimately sell this long-forgotten After School Special, but at least give the woman some credit. <br /><br />Despite that, this has to be one of the worst teen sports-themed films that I have ever seen, and it strives very hard to add not only every teen and sports movie cliché from the class warfare between the feuding gymnasts to the teen romance. And, in striving to somehow deliver itself as an amateur alternative of Flashdance (with the music in one of the warehouse dance scenes is even quite close to Michael Sembello's notable 'Maniac' which was made famous by Flashdance, or was it the other way around?). It includes similar dance sequences and worse yet, even the 80s dance and sports traditions of corny dance-offs between the heroine and her antagonist(s), the one who doubts her successes and abilities on the team. We saw this in Trashin' (a vert ramp joust) and Rad (BMX dancing at the prom, although it wasn't much for competition, but rather for fun) for example. In fact, this movie is chock full of unrealistic corniness, such as the somewhat homo-erotic rolling in the clothes at the Salvation Army with Robin and her friend from the team.<br /><br />Nonetheless, the film is about a young girl who comes from a rather poor background. To top it off in a massive need to squeeze from audiences as much sympathy as possible, she lives with her ailing mother, her obnoxious sister, and her careless (and slightly abusive) stepfather. Needless to say, homelife is not so appealing. Add to the mix, a talent for gymnastics, but several obstacles to joining the team (including the nuisance of her arrogant, snobby teammates, and a coach who also eventually doubts her abilities to compete well). And, of course, we can't forget that she's got eyes for one of the pretty boy preppies who is dating one of the obnoxious teammates, nor that she doesn't have a steady boyfriend (although Keanu as Tommy later enters the picture). Could this kid be any more pathetic? And it seems that one mess after another comes along to embarrass herself in her painfully long, redundant, and clichéd quest to prove her worth to everyone.<br /><br />But, even the major moments of cheesiness which comprise most of the film, are hardly worth mentioning considering that the biggest distraction to this film is the horrible acting and dialog. (I like how the gym coach suddenly appears at the diner in the middle of the dance-off to scold the teammates). It makes episodes of 'Amazing Stories' look like Shakespeare.<br /><br />I imagine anyone able to locate this film and watch it these days is probably drawn to it mostly because of the nostalgic factor. For that you might be satisfied, but it is also an incredibly forced drama. So, Caveat Emptour."	negative
"this film is absolutely hilarious. basically, the plot revolves around a serial killer being somehow turned into a snowman through some B-movie chemical accident. he then heads for town and starts terrorising the locals. its up to the local police chief and some other characters to try and stop him. its made on a wee budget and it certainly shows, but the great thing about this film is it knows that its rubbish. the improvisations of Styrofoam and polystyrene mimicking the giant killer snowman are classic, and this is clearly the intention - its one of the few films that has its budget as its main selling point. alongside the comic tackiness there are some other great comedy moments - listen out right in the beginning for the voice over of a dad scaring his kids to death, and the funniest rape scene ever committed to film. fantastic tacky fun"	positive
"Yes this a B- grade horror. But at least the producers, directors, and cast does not pretend this flick is manna from heaven. The plot is corny, a psychotic serial killer on his way to execution is splashed with genetic acid turning him into a snow man. The snowman a.k.a. Jack Frost then goes on a murdering rampage to find the small town sheriff that finally arrested him. With a limited budget the crew had to make do with limited special effects, most of the money appears to spent on the snowman's costume. Particullary difficult shots are managed by cartoons or pan away shots (shots where the camera moves away to disguise the details). <br /><br /> This is no kid's movie and should not be confused with Disney movie of the same title. If you do not let your children watch pg-13 movies alone than parents should not let their kids watch this movie. This movie has two claims to fame. 1. The beatiful Shannon Elizabeth (American Pie)did her first major movie role. The scene where Jack Frost attacks Shannon Elizabeth is worth watching a few times. 2. This movie has the worst snowman joke ever. The joke is so bad that the directors credit the joke teller in the credit list."	positive
"The adaptation of Will Eisner's SPIRIT to the TV screen followed many other offerings developed from comic strip pages or comic books. (Remember, the two aren't exactly the same medium) It is indeed ironic that this is the one and only adaptation (as of the time of this writing)of Eisner's smart alec, wise cracking, tongue-in-cheek super hero.<br /><br />Story has it that Republic Pictures was interested in doing a film version and was in negotiation with the copyright owner in the mid '40's, but they were never able to close the deal. The left over screen play became the serial, THE MASKED MARVEL, one of Republic's best. Perhaps that it was just as well, for that studio had a penchant for tinkering with material adapted from the comic strips, pulp mags, radio and the comic books.<br /><br />As for this 1987 made for TV movie, it's pretty obvious that it was a failed pilot for a proposed television series. Whereas an old, long time comic reader,like myself, can be a little harsh in criticism of an adaptation, a viewer unfamiliar with the character may be able to give some fresh observations, clear of any preconceived notions of what this screen version should look like.<br /><br />Well, while sitting and watching the story unfold, with the characters interacting amid some crime wave, the Little Lady (my wife, Mrs. Ryan) nailed it with one statement. "This can't make up its mind if it's serious or not!" That pretty well describes both THE SPIRIT and his creator, Mr. Will Eisner, the true creative genius in the comics.<br /><br />The film is a sincere attempt to put Eisner's world on the screen. The casting of Denny Colt/The Spirit, Commissioner Dolan and Ellen was really quite well done. Though in a contemporary setting, it was still in the tradition of "the good old days" as far as the costuming goes, you know, when men and women still wore hats! That brings up this one final (and meandering) point, and that is that the director and the production made a conscious effort and succeeded in giving the characters a Will Eisner look as far as facial expressions and body language. We say,Kudos to them for their efforts.<br /><br />It's just too bad that no series followed! Oh, well in today's motion picture world, comic adaptations seem to be a hot item. Maybe some big timer producer and director could do a really 1st class SPIRIT production for the Big Screen. We can only hope.<br /><br />UPDATE: Dateline, Chicago, Illinois. 6/4/2008. By now, everyone who goes to the Movies at the Shopping Centre Multiplexes has seen the poster advertising the new film of THE SPIRIT, (subtitled, MY CITY SCREAMS); which is to be released Christmas Day, 2008. Well, we'll see then just what we've been talking about. Just keep your fingers crossed! TO BE CONTINUED.............<br /><br />UPDATE II: We saw the new film, Writer-Director Frank Miller's rendition of THE SPIRIT a couple of days ago. Well, we got our wish; but is this a good thing or another case of "Be careful what you ask for; because you may get it?" Please read our write-up elsewhere in IMDb.com. THANX!"	positive
"This film has got to be ranked as one of the most disturbing and arresting films in years. It is one of the few films, perhaps the only one, that actually gave me shivers: not even Pasolini´s Sálo, to which this film bears comparison, affected me like that. I saw echoes in the film from filmmakers like Pasolini, Fassbinder and others. I had to ask myself, what was it about the film that made me feel like I did? I think the answer would be that I was watching a horror film, but one that defies or even reverses the conventions of said genre. Typically, in a horror film, horrible and frightening things will happen, but on the margins of civilized society: abandoned houses, deserted hotels, castles, churchyards, morgues etc. This handling of the subject in horror is, I think, a sort of defence mechanism, a principle of darkness and opacity functioning as a sort of projective space for the desires and fears of the viewer. So, from this perspective, Hundstage is not a horror film; it takes place in a perfectly normal society, and so doesn´t dabble in the histrionics of the horror film. But what you see is the displacement of certain key thematics from the horror genre, especially concerning the body and its violation, the stages of fright and torture it can be put through. What Seidl does is to use the settings of an everyday, middle class society as a stage on which is relayed a repetitious play of sexual aggression, loneliness, lack and violation of intimacy and integrity: precisely the themes you would find in horror, but subjected to a principle of light and transparency from which there is no escape. It is precisely within this displacement that the power of Seidl´s film resides. Hundstage deals with these matters as a function of the everyday, displays them in quotidian repetition, rather than as sites of extremity and catharsis - a move you would encounter in said horror genre. One important point of reference here is Rainer Werner Fassbinder. Fassbinder also had a way of blending the political with the personal in his films, a tactics of the melodrama that allowed him to deal in a serious and even moral way with political issues like racism, domination, desire, questions concerning ownership, sexual property and control, fascism and capitalism etc. Seidl´s tactic of making the mechanisms of everyday society the subject of his film puts him in close proximity with Fassbinder; like this German ally, he has a sort of political vision of society that he feels it is his responsibility to put forward in his films. During a seminar at the Gothenburg Film Festival this year, at which Seidl was a guest, he was asked why he would have so many instances of violated, subjugated women in Hundstage, but no instances of a woman fighting back, liberating herself. Seidl replied that some may view it as immoral to show violence against women, but that he himself felt it would be immoral not to show it. An artistic statement as good as any, I think. Thank you."	positive
"I already loved "How the Grinch Stole Christmas" when it was released and I'm still loving it now, 5 years later. Still lots of people seem to disagree with my opinion and this movie never really had received much love at the time it came out.<br /><br />Sure, the movie is over-the-top and campy but that at the very same is also the reason why this movie is so charming and fun to watch. All of the sets, costumes and characters are done perfectly over-the-top in a fun way, without ever becoming truly ridicules. It's a visually spectacular movie to watch. It's a campy movie making at its very best! Director Ron Howard really surprises with this fun little Christmas movie.<br /><br />Main reason why the movie works and why it's so much fun to watch is Jim Carrey as the Grinch. He truly carries the movie with his good and fun role. He is of course helped by the convincing make-up, which also received an Academy Award. Of course if you're a Jim Carrey hater you shouldn't even think about watching this movie. This movie is really his movie and he makes it all work and so much fun to watch. Other fun and memorable roles are being played by Jeffrey Tambor, Clint Howard and Josh Ryan Evans as the young Grinch.<br /><br />The movie has a good morale but it is all a bit sappy to me. Perhaps it's because I'm Dutch and we don't really celebrate Christmas that enthusiastic and big here, as in the United States or England. For me the movie was simply fun and entertaining and the morale just left me quite cold to be honest.<br /><br />The musical score by James Horner is good and fun, even though it's your average every day Horner stuff, it still all works perfectly for the movie and helps to make some of the scene's work.<br /><br />Perfect Christmas entertainment.<br /><br />8/10"	positive
"Kay Pollak's 2004 heart-warmer Så som i himmelen/ As it is in Heaven contains every stereotype of Swedish humanity and inhumanity yet manages to be a crowd-pleaser. It contains plenty of ammunition for cynical critics, continuity error-spotters and for saccharine-debunkers, yet manages to depict the colours of life in a small community evocatively. The film also runs the gamut of proverbial messages about 'finding one's own voice' and 'just doing it despite one's fear', without completely removing the lump from the throats of the cynics.<br /><br />Its success as a crowd pleaser comes from two facts. Firstly, small films about strangers bringing new life to rural Christian communities provide plenty of scope for the exposure of hypocrisy while at the same time allowing repressed characters to break out of their hairshirts. The same year and with a similarly Swedish breeze, The Queen of Sheba's Pearls did it, and Babette's Feast also comes to mind. Secondly, any film about small communities taking on the whole wide world will strike a human chord in our increasingly individual/self- focused and impersonalized world. This film's structural similarity with the likes of The Full Monty, Brassed Off, Calendar Girls and On a Clear Day shows its indebtedness to the formula. But it is a formula with life left in it yet, and this seems to be because people need positive- message films that evoke a sense of community almost in spite of themselves.<br /><br />The stranger is burned-out maestro Daniel Daréus on a quest for self-rediscovery. The town he visits, or rather revisits, is, unbeknownst to the townsfolk, the place of his childhood. He was bullied mercilessly by classmates here, supposedly because he was a sensitive musician without aspiration to drive a truck. Here, he takes the job of cantor/choirmaster, despite the usual suspicions of artists and outsiders. The place is, of course, populated by a wide range of recognizable types whose character arcs can be predicted: the broken-hearted, fair-haired girl so beautiful she nearly glows; the cellphone-ringing local businessman; the woman whose beauty is lost amidst domestic abuse; the steely pastor and his less austere wife, who at first seem right out of Ingmar Bergman. Also present: jealous, uptight spinster (Siv) (check); geriatric whose soul still sings (check); elderly couple who may have repressed desires for each other since kindergarten (check); obese person whose function is to point out we should not laugh and say 'fatty' (check); intellectually handicapped boy who proves able to sing a good 'A' (check).<br /><br />Pollak's film is not all warm fuzzies, however. It diverts from the 'let's put on a show despite setbacks and moral opposition' sub-genre. It contains violence and an ending that might well be a metaphor for dying after achieving creative nirvana. The violence of the film is mostly a function of male anger and repression, but in never delves deeply into why the school bully who grows up into a wife beater is like this. Similarly, the small town Pastor so closely adheres to the moralistic, black-wearing super-Protestant stereotype, that his secret indulgence in girlie magazines is hardly surprising. His repressions and hypocrisies are just there, dangling unrelated to psychological reality. Perhaps the unexplained photograph of a young boy, a lost son perhaps, glimpsed once over his shoulder, holds the secret.<br /><br />Perhaps these holes are functions of the editing, like several inconsistencies and continuity glitches that can be spotted, such as Siv's unexplained reappearance in the choir (twice) after moralistic outbursts. In fact none of the hitches in the film last very long and all seem resolved within a scene. Apart from in some awkward love scenes, the film's 127 minutes seldom drag, but there is a feeling that things may have been left on the cutting room floor.<br /><br />The film remains solid three-star-fare despite the holes that can be picked in it. This is simply because in a world of technology-focused flicks and materialistic self-seeking, any glimpse of human community is, deep down, welcome for anyone, even the cynical."	positive
"If you want just about everything you want to know about WWII from multiple perspectives, this DVD delivers, you WILL learn new things guaranteed, so much so that you won't need any other documentary's on the subject. Get this, watch it, learn from it. Good for school use as well. As a bonus, watch this with Tora tora tora, saving private ryan, patton, band of brothers, a bridge too far, the longest day and other WWII epics along with this to make your knowledge of WWII even more complete. Sir Laurence Oliver's voice adds to the overall atmosphere of each episode in this 26 part series. Seriously you won't find a better WWII documentary set on the subject. PERFECT 10!!!"	positive
"Most people (36) gave this movie a 10 and those who don't are being too critical or maybe expected something else. This is one of my favorite movies from the 80's, it grows on you, and has it all. I just got it on DVD and 20 years later it still does not disappoint, having plenty of action, drama, romance, and even comedy. Add to that the great car chases, automatic weapon shootouts and lots of stuff blowing up and you have a fun, edge of your seat experience! You will even be humming or whistling the main theme song for days after seeing this. <br /><br />You can watch this movie with your wife/gf and you will both enjoy it lots. The premise is that of a paperback book hero, like Doc. Savage, really existing and helping people fight evil so he can write the story is almost true to life here. The actor Jake Speed is also a director, producer and writer of many films. In THIS film Jake Speed (the character) is an Indiana Jones adventurer type, he usually uses his head to get out of sticky situations but will sometimes resorts to brute firepower (yay!,and sheer dumb luck too!). Keep an eye out for his one "James Bond" hi-tech equipment, the ultimate road warrior SUV dropping out of the sky.<br /><br />The heroine is the very beautiful young love interest from the early Jim Carey vampire movie "Once Bitten" and here she is a little older and still a knockout even compared to her teenage blonde little sister.<br /><br />The bad guys are "real bad" men and are the worst lowlife villainous scum you love to hate. The ending is just perfect and can stand alone or invite a sequel, sadly never made - but you can just imagine what would happen next!<br /><br />You have to see this movie just because it will entertain and amuse you and that's worth the price of a ticket."	positive
"Doyle had never wanted to resurrect Holmes from his joint death with Professor Moriarty in THE ADVENTURE OF THE FINAL PROBLEM. However,financial considerations made him willing (in 1901) to write THE HOUND OF THE BASKERVILLES, which is still considered his best Holmes' novel and possibly his best novel. But it was a "memoir" of the great detective, written before his death. Only a greater outcry from his public led Doyle to fully resurrect Holmes in THE ADVENTURE OF THE EMPTY HOUSE, published in 1905.<br /><br />It is not that the new short stories (and the last novel) are really bad. Maybe three of the stories are really terrible, but even the terrible ones are very readable. Several of the later ones (like THE ADVENTURE OF THE SOLITARY CYCLIST) are really very good. But the unevenness of production (in particularly after the stories in HIS LAST BOW (1917)) become increasingly apparent. He repeats past story lines, and he shows really negative aspects of Holmes. In the story THE ADVENTURE OF THE THREE GABLES Holmes shows a sneering sarcasm at a character who is of African ancestry. <br /><br />SPOILER COMING UP:<br /><br />THE ADVENTURE OF CHARLES AUGUSTUS MILVERTON deals with Holmes trying to recover compromising letters from Milverton, a hugely successful blackmailer. It is an interesting example of how Doyle could make a highly readable story with a minimum of plot for there is little real detective work in the tale. Holmes is hired to try to negotiate with Milverton regarding the purchase of the letters, but to get them back no matter what! Milverton proves not only unwilling to consider a smaller amount for the papers but prepared to protect himself from Holmes attempting a search of his person. Later we learn Holmes has gotten into the household of Milverton by romancing a maid while disguised. At the end Holmes goes with Watson to burglarize Milverton's home. He and Watson are in the house when they find that Milverton is awaiting some new business deal in his study (someone with information that Milverton can use). Carefully hiding, Holmes and Watson watch as a woman comes in, who turns out to be a victim of collateral damage from Milverton's past activities, and who shoots the blackmailer to death. Holmes and Watson are able to set fire to Milverton's collection of compromising documents before fleeing the house, and subsequently discover (for themselves) the identity of the woman. The police (under Lestrade) don't discover who the two mysterious men seen running from Milverton's home are, and they are so disgusted by Milverton's activities (they never were able to bring anything home against him) that it is obvious the murder will never be solved.<br /><br />The tale is not one of the fascinating ones with real detective work involved like THE ADVENTURE OF THE SPECKLED BAND or SILVER BLAZE. It is a tale of mood and late action - the issue being will Holmes and Watson get the papers or will they be caught by Milverton? It is not one of the best stories, but it is in the bulk of the tales as being really well told and interesting.<br /><br />At the time he wrote CHARLES AUGUSTUS MILVERTON, Conan Doyle had an experience with the police regarding his sometimes activities as a highly respected amateur detective/crusader. An artist was found murdered in his studio in London, and Conan Doyle began writing his opinions about how the killing was committed. Then he stopped - apparently warned by his friends at Scotland Yard that the murder did not bare looking into. The victim had been a homosexual, and the police were certain that it was a lover's spat gone horribly wrong. For the sake of the family of the Victim (this was in 1905) Doyle dropped his interest in the case. So he was aware that sometimes the British police behaved with restraint on matters that did not seem to justify their full probing - as Lestrade's restraint towards whoever did kill the villainous Milverton in the story.<br /><br />Given the description of the story it could have been told in the normal hour long version of the series. But the teleplay for THE MASTER BLACKMAILER spent some time showing the horrible dilemma Milverton's victims (in Victorian/Edwardian England) faced. We see a promising young aristocratic army officer kill himself when faced with a homosexual exposure because of Milverton's extravagant demands, all at the start of the teleplay. And it is not only homosexuals. Men and women of good reputation in heterosexual marriages could be smeared by uncovering illegitimate children or past indiscreet relationships. Indeed, in the story, the woman who kills Milverton is avenging the destruction of her husband (a prominent nobleman) destroyed by the blackmailer. <br /><br />Milverton is well played at his most poisonous blandness by that fine actor Robert Hardy, who even when confronted by the unexpected furies he has unleashed is totally unperturbed (he looks like he will just have the angry woman showed out of his home in a moment). Brett and Hardwicke do quite well in their Holmes and Watson roles, as to be expected.<br /><br />How serious was the loss of character by rumor or innuendo in 1905? In 1898 one of the heroes of the various imperial wars, and the leader of the last victorious charge at the battle of Omdurman that destroyed the Mahdist army (see FOUR FEATHERS) was Sir Hector MacDonald. He was governor of Ceylon in 1903 when he suddenly, unexpectedly resigned. Sir Hector returned to London, and shot himself in a hotel while awaiting some sort of hearing. It later came out that "Fighting Mac", frequently considered the most popular army commander in Britain, had been caught having sleeping arrangements with native boys. Milverton would have eaten him up very quickly...or his real life counterparts would have."	positive
